company,ticker,cik,cusip,,
NEXT FIFTEEN COMMUNICATIONS GROUP PLC/ADR,NXFTY,1934807,29382R107,,
NEXT FIFTEEN COMMUNICATIONS GROUP PLC/ADR,NXFNF,1934807,29382R107,,
"NEXT MEATS HOLDINGS, INC.",NXMH,1811530,023939101,,
NEXT TECHNOLOGY HOLDING INC.,NXTT,1784970,961884202,,
NEXT-CHEMX CORPORATION.,CHMX,1657045,29605j106,,
"NEXTCURE, INC.",NXTC,1661059,65343E108,,
NEXTDECADE CORP,NEXT,1612720,65342K105,,
"NEXTDOOR HOLDINGS, INC.",NXDR,1846069,65345M108,,
NEXTECH3D.AI CORP.,NEXCF,1737270,65342K105,,
NEXTERA ENERGY INC,NEE,753308,65339F101,,
NEXTERA ENERGY INC,NEE-PN,753308,65339F101,,
NEXTERA ENERGY INC,NEE-PS,753308,65339F101,,
NEXTERA ENERGY INC,NEE-PT,753308,65339F101,,
NEXTERA ENERGY INC,NEE-PU,753308,65339F101,,
NEXTNAV INC.,NN,1865631,65345N106,,
NEXTNAV INC.,NNAVW,1865631,65345N106,,
NEXTNAV INC.,NXNVW,1865631,65345N106,,
"NEXTNRG, INC.",NXXT,1817004,652941105,,
NEXTPLAT CORP,NXPL,1058307,29402E102,,
NEXTPLAT CORP,NXPLW,1058307,29402E102,,
NEXTRACKER INC.,NXT,1852131,65343E108,,
NEXTSOURCE MATERIALS INC.,NSRCF,1302084,68622D106,,
"NEXTTRIP, INC.",NTRP,788611,65343E108,,
NEXXEN INTERNATIONAL LTD.,NEXN,1849396,G8021C104,,
NFINITI INC.,NFTN,1544400,45783Q100,,
NFT LTD,MI,1958713,G7377S101,,
NGL ENERGY PARTNERS LP,NGL,1504461,62913M107,,
NGL ENERGY PARTNERS LP,NGL-PB,1504461,62913M107,,
NGL ENERGY PARTNERS LP,NGL-PC,1504461,62913M107,,
"NI HOLDINGS, INC.",NODK,1681206,65342T106,,
"NIAGEN BIOSCIENCE, INC.",NAGE,1386570,171077407,,
NICE LTD.,NICE,1003935,67077M108,,
NICE LTD.,NCSYF,1003935,67077M108,,
NICHIREI CORPORATION/ADR,NCHEF,1570299,307305102,,
NICOLET BANKSHARES INC,NIC,1174850,65406E102,,
NIDEC CORP,NJDCY,1158967,45167R104,,
NIDEC CORP,NNDNF,1158967,45167R104,,
"NIGHTFOOD HOLDINGS, INC.",NGTF,1593001,65412F101,,
NIGHTINGALE HEALTH PLC,NHLTY,2060863,433313103,,
NIGHTINGALE HEALTH PLC,NGHLF,2060863,433313103,,
NIHON KOHDEN CORPORATION/ADR,NHNKF,1543726,24872B100,,
"NIHON SHINTATSU CO., LTD.",JSTT,2073819,65340H104,,
"NIKA PHARMACEUTICALS, INC",NIKA,1145604,60458C104,,
"NIKE, INC.",NKE,320187,62914v106,,
NIKOLA CORP,NKLAQ,1731289,482480100,,
"NINE ENERGY SERVICE, INC.",NINE,1532286,65441V101,,
NIO INC.,NIO,1736541,62914v106,,
NIO INC.,NIOIF,1736541,62914v106,,
NIOCORP DEVELOPMENTS LTD,NB,1512228,654484609,,
NIOCORP DEVELOPMENTS LTD,NIOBW,1512228,654484609,,
NIP GROUP INC.,NIPG,1966233,654503101,,
"NIPPON EXPRESS HOLDINGS, INC./ADR",NEXHY,1985406,G4002F109,,
"NIPPON EXPRESS HOLDINGS, INC./ADR",NPEHF,1985406,G4002F109,,
NIPPON SANSO HOLDINGS CORPORATION/ADR,NPXYY,2019040,65461N104,,
NIPPON SANSO HOLDINGS CORPORATION/ADR,TYNPF,2019040,65461N104,,
NIPPON TELEGRAPH & TELEPHONE CORP,NTTYY,769594,65461t101,,
NIPPON TELEGRAPH & TELEPHONE CORP,NPPXF,769594,65461t101,,
NIQ GLOBAL INTELLIGENCE PLC,NIQ,2054696,G5480U153,,
NISOURCE INC.,NI,1111711,65473P105,,
"NISSIN FOODS HOLDINGS CO., LTD./ADR",NSNFY,2027166,18946Q101,,
"NISUN INTERNATIONAL ENTERPRISE DEVELOPMENT GROUP CO., LTD",NISN,1603993,14021M107,,
"NITORI HOLDINGS CO., LTD.",NCLTY,1801729,G72007134,,
"NITORI HOLDINGS CO., LTD.",NCLTF,1801729,G72007134,,
NITTO DENKO CORP / ADR/,NDEKF,353991,654802206,,
NIU TECHNOLOGIES,NIU,1744781,83406F102,,
"NIXXY, INC.",NIXX,1462223,62914v106,,
"NIXXY, INC.",NIXXW,1462223,62914v106,,
"NKARTA, INC.",NKTX,1787400,65487U108,,
NL INDUSTRIES INC,NL,72162,629156407,,
"NLIGHT, INC.",LASR,1124796,65487K100,,
NLS PHARMACEUTICS LTD.,NLSP,1783036,H57830137,,
NLS PHARMACEUTICS LTD.,NLSPW,1783036,H57830137,,
"NMI HOLDINGS, INC.",NMIH,1547903,65342T106,,
NMP ACQUISITION CORP.,NMP,2054876,40472A102,,
NMP ACQUISITION CORP.,NMPAR,2054876,40472A102,,
NMP ACQUISITION CORP.,NMPAU,2054876,40472A102,,
NN GROUP NV/ADR,NNGPF,1690981,456837103,,
NN INC,NNBR,918541,629337106,,
"NNN REIT, INC.",NNN,751364,637417906,,
NOAH HOLDINGS LTD,NOAH,1499543,g6683n103,,
NOBILITY HOMES INC,NOBH,72205,50187T106,,
NOBLE CORP PLC,NE,1895262,g65431127,,
NOBLE CORP PLC,NBLWF,1895262,g65431127,,
NOBLE CORP PLC,NE-WT,1895262,g65431127,,
NOBLE CORP PLC,NE-WTA,1895262,g65431127,,
NOBLE ROMANS INC,NROM,709005,674434303,,
"NOCERA, INC.",NCRA,1756180,655186500,,
NOCO-NOCO INC.,NCNCF,1964021,63947X101,,
NOCO-NOCO INC.,NCNWF,1964021,63947X101,,
NOCOPI TECHNOLOGIES INC/MD/,NNUP,888981,83406F102,,
NOKIA CORP,NOK,924613,404251100,,
NOKIA CORP,NOKBF,924613,404251100,,
NOMAD FOODS LTD,NOMD,1651717,G6564A105,,
NOMURA HOLDINGS INC,NMR,1163653,565788106,,
NOMURA HOLDINGS INC,NRSCF,1163653,565788106,,
NON INVASIVE MONITORING SYSTEMS INC /FL/,NIMU,720762,14808p109,,
"NONGFU SHOP DIGITAL NEW RETAIL CO., LTD",NFSN,1284454,M8T80P204,,
NOODLES & CO,NDLS,1275158,49926D109,,
NORDIC AMERICAN TANKERS LTD,NAT,1000177,G65773106,,
NORDICUS PARTNERS CORP,NORD,1011060,92828Q109,,
NORDSON CORP,NDSN,72331,655663102,,
NORFOLK SOUTHERN CORP,NSC,702165,655844108,,
"NORRIS INDUSTRIES, INC.",NRIS,1603793,629156407,,
NORSEMONT MINING INC.,NRRSF,1778940,457187102,,
NORTECH SYSTEMS INC,NSYS,722313,656553104,,
NORTH AMERICAN CONSTRUCTION GROUP LTD.,NOA,1368519,656811106,,
NORTH EUROPEAN OIL ROYALTY TRUST,NRT,72633,714236106,,
NORTH WEST CO INC./ADR,NWCYY,2073913,663278208,,
NORTH WEST CO INC./ADR,NNWWF,2073913,663278208,,
NORTHANN CORP.,NCL,1923780,66373M200,,
"NORTHEAST COMMUNITY BANCORP, INC./MD/",NECB,1847398,664121100,,
NORTHERN DYNASTY MINERALS LTD,NAK,1164771,66510M204,,
NORTHERN MINERALS & EXPLORATION LTD.,NMEX,1415744,66510M204,,
"NORTHERN OIL & GAS, INC.",NOG,1104485,665531307,,
NORTHERN TECHNOLOGIES INTERNATIONAL CORP,NTIC,875582,665809109,,
NORTHERN TRUST CORP,NTRS,73124,665859904,,
NORTHERN TRUST CORP,NTRSO,73124,665859904,,
"NORTHFIELD BANCORP, INC.",NFBK,1493225,66611T108,,
NORTHFIELD CAPITAL CORP,NHFLF,1075822,75574U101,,
NORTHLAND POWER INC./ADR,NPIXY,2072389,16890R109,,
NORTHLAND POWER INC./ADR,NPICF,2072389,16890R109,,
NORTHLAND POWER INC./ADR,NPIFF,2072389,16890R109,,
NORTHPOINTE BANCSHARES INC,NPB,1336706,66661N886,,
NORTHRIM BANCORP INC,NRIM,1163370,666762109,,
NORTHROP GRUMMAN CORP /DE/,NOC,1133421,666807102,,
"NORTHWEST BANCSHARES, INC.",NWBI,1471265,667340103,,
NORTHWEST BIOTHERAPEUTICS INC,NWBO,1072379,66737p600,,
NORTHWEST NATURAL HOLDING CO,NWN,1733998,66765n105,,
"NORTHWESTERN ENERGY GROUP, INC.",NWE,1993004,668074305,,
NORWEGIAN CRUISE LINE HOLDINGS LTD.,NCLH,1513761,G66721104,,
NORWOOD FINANCIAL CORP,NWFL,1013272,669549107,,
NOUVEAU MONDE GRAPHITE INC.,NMG,1649752,66979W842,,
NOV INC.,NOV,1021860,62955J103,,
"NOVA LIFESTYLE, INC.",NVFY,1473334,66979P300,,
NOVA LTD.,NVMI,1109345,M7516K103,,
NOVA MINERALS LTD,NVA,1852551,946885209,,
NOVA MINERALS LTD,NVAAF,1852551,946885209,,
NOVA MINERALS LTD,NVAWW,1852551,946885209,,
"NOVABAY PHARMACEUTICALS, INC.",NBY,1389545,66987P409,,
NOVAGOLD RESOURCES INC,NG,1173420,66987E206,,
NOVANTA INC,NOVT,1076930,67000B104,,
NOVARTIS AG,NVS,1114448,66987V109,,
NOVARTIS AG,NVSEF,1114448,66987V109,,
NOVAVAX INC,NVAX,1000694,670002401,,
NOVELSTEM INTERNATIONAL CORP.,NSTM,912544,67001V109,,
NOVO NORDISK A S,NVO,353278,K72807132,,
NOVO NORDISK A S,NONOF,353278,K72807132,,
NOVOCURE LTD,NVCR,1645113,G6674U108,,
NOVONIX LTD,NVX,1859795,67010L100,,
NOVONIX LTD,NVNXF,1859795,67010L100,,
NOVOZYMES AS/FI,NVZMF,1131345,K7317J133,,
NOWIGENCE INC.,NOWG,1761911,45780L104,,
NP LIFE SCIENCES HEALTH INDUSTRY GROUP INC.,ACAT,1781726,53228F101,,
NPK INTERNATIONAL INC.,NPKI,71829,651718504,,
"NRG ENERGY, INC.",NRG,1013871,629377508,,
"NRX PHARMACEUTICALS, INC.",NRXP,1719406,629444209,,
"NRX PHARMACEUTICALS, INC.",NRXPW,1719406,629444209,,
NSTAR ELECTRIC CO,NSARO,13372,369604103,,
NSTAR ELECTRIC CO,NSARP,13372,369604103,,
"NSTS BANCORP, INC.",NSTS,1881592,6293JP109,,
NU HOLDINGS LTD.,NU,1691493,g6683n103,,
NU RIDE INC.,NRDE,1759546,86333M108,,
"NU SKIN ENTERPRISES, INC.",NUS,1021561,67018T105,,
"NU-MED PLUS, INC.",NUMD,1543637,294268107,,
"NUBURU, INC.",BURU,1814215,67021W301,,
"NUBURU, INC.",BURUW,1814215,67021W301,,
NUCANA PLC,NCNA,1709626,67022C205,,
NUCLEAR FUELS INC.,NFUNF,1985830,359523107,,
NUCOR CORP,NUE,73309,670346105,,
NUKKLEUS INC.,NUKK,1787518,67054R203,,
NUKKLEUS INC.,NUKKW,1787518,67054R203,,
NULEGACY GOLD CORP,NULGF,1502758,52472M101,,
"NUO THERAPEUTICS, INC.",AURX,1091596,67059v209,,
NURAN WIRELESS INC.,NRRWF,1680637,826516106,,
"NURIX THERAPEUTICS, INC.",NRIX,1549595,67080m103,,
NUSATRIP INC,NUTR,2006468,90278Q108,,
NUSCALE POWER CORP,SMR,1822966,67079k100,,
"NUTANIX, INC.",NTNX,1618732,67059N108,,
"NUTEX HEALTH, INC.",NUTX,1479681,67079U306,,
NUTRIBAND INC.,NTRB,1676047,67092M208,,
NUTRIBAND INC.,NTRBW,1676047,67092M208,,
NUTRIEN LTD.,NTR,1725964,67077M108,,
"NUVALENT, INC.",NUVL,1861560,670703107,,
NUVATION BIO INC.,NUVB,1811063,67080N101,,
NUVATION BIO INC.,NUVB-WT,1811063,67080N101,,
"NUVECTIS PHARMA, INC.",NVCT,1875558,67080t108,,
NUVEEN AMT-FREE MUNICIPAL CREDIT INCOME FUND,NVG,1090116,67070X101,,
NUVEEN AMT-FREE MUNICIPAL VALUE FUND,NUW,1450445,670695105,,
NUVEEN AMT-FREE QUALITY MUNICIPAL INCOME FUND,NEA,1195737,670657105,,
NUVEEN ARIZONA QUALITY MUNICIPAL INCOME FUND,NAZ,892992,67066V101,,
NUVEEN CALIFORNIA AMT-FREE QUALITY MUNICIPAL INCOME FUND,NKX,1195738,01864u106,,
NUVEEN CALIFORNIA MUNICIPAL VALUE FUND,NCA,818851,67062C107,,
NUVEEN CALIFORNIA QUALITY MUNICIPAL INCOME FUND,NAC,1074952,67066V101,,
NUVEEN CALIFORNIA SELECT TAX FREE INCOME PORTFOLIO,NXC,885732,67063V104,,
NUVEEN CHURCHILL DIRECT LENDING CORP.,NCDL,1737924,67090S108,,
NUVEEN CORE EQUITY ALPHA FUND,JCE,1385763,67090X107,,
NUVEEN CORE PLUS IMPACT FUND,NPCT,1835068,67080D103,,
NUVEEN CREDIT STRATEGIES INCOME FUND,JQC,1227476,67073D102,,
NUVEEN DOW 30SM DYNAMIC OVERWRITE FUND,DIAX,1608742,67075F105,,
NUVEEN DYNAMIC MUNICIPAL OPPORTUNITIES FUND,NDMO,1793129,67079X102,,
NUVEEN FLOATING RATE INCOME FUND,JFR,1276533,67072T108,,
NUVEEN GLOBAL HIGH INCOME FUND,JGH,1615905,67075G103,,
NUVEEN MASSACHUSETTS QUALITY MUNICIPAL INCOME FUND,NMT,897419,67066V101,,
NUVEEN MINNESOTA QUALITY MUNICIPAL INCOME FUND,NMS,1607997,67066V101,,
NUVEEN MISSOURI QUALITY MUNICIPAL INCOME FUND,NOM,899782,67066V101,,
NUVEEN MORTGAGE & INCOME FUND/MA/,JLS,1472215,670735109,,
NUVEEN MULTI-ASSET INCOME FUND,NMAI,1861115,670750108,,
NUVEEN MULTI-MARKET INCOME FUND,JMM,838131,67075J107,,
NUVEEN MUNICIPAL CREDIT INCOME FUND,NZF,1137887,67070X101,,
NUVEEN MUNICIPAL CREDIT OPPORTUNITIES FUND,NMCO,1774342,670663103,,
NUVEEN MUNICIPAL HIGH INCOME OPPORTUNITY FUND,NMZ,1266585,723763108,,
NUVEEN MUNICIPAL INCOME FUND INC,NMI,830271,67062J102,,
NUVEEN MUNICIPAL VALUE FUND INC,NUV,812801,670928100,,
NUVEEN NASDAQ 100 DYNAMIC OVERWRITE FUND,QQQX,1608741,670699107,,
NUVEEN NEW JERSEY QUALITY MUNICIPAL INCOME FUND,NXJ,1087786,67066V101,,
NUVEEN NEW YORK AMT-FREE QUALITY MUNICIPAL INCOME FUND,NRK,1195739,670657105,,
NUVEEN NEW YORK MUNICIPAL VALUE FUND,NNY,818850,67062M105,,
NUVEEN NEW YORK QUALITY MUNICIPAL INCOME FUND,NAN,1074769,67066V101,,
NUVEEN NEW YORK SELECT TAX -FREE INCOME PORTFOLIO,NXN,885731,67062F100,,
NUVEEN PENNSYLVANIA QUALITY MUNICIPAL INCOME FUND,NQP,870780,67066V101,,
NUVEEN PREFERRED & INCOME OPPORTUNITIES FUND,JPC,1216583,67073b106,,
NUVEEN PREFERRED SECURITIES & INCOME OPPORTUNITIES FUND,JPI,1547994,67072C105,,
NUVEEN QUALITY MUNICIPAL INCOME FUND,NAD,1083839,67066V101,,
NUVEEN REAL ASSET INCOME & GROWTH FUND,JRI,1539337,67074Y105,,
NUVEEN REAL ESTATE INCOME FUND,JRS,1158289,67071B108,,
NUVEEN S&P 500 BUYWRITE INCOME FUND,BXMX,1298699,46137V399,,
NUVEEN S&P 500 DYNAMIC OVERWRITE FUND,SPXX,1338561,6706EW100,,
NUVEEN SELECT MATURITIES MUNICIPAL FUND,NIM,890119,67061T101,,
NUVEEN SELECT TAX FREE INCOME PORTFOLIO,NXP,883618,67062F100,,
NUVEEN TAXABLE MUNICIPAL INCOME FUND,NBB,1478888,67074C103,,
NUVEEN VARIABLE RATE PREFERRED & INCOME FUND,NPFD,1865389,67072C105,,
NUVEEN VIRGINIA QUALITY MUNICIPAL INCOME FUND,NPV,897421,67066V101,,
"NUVERA COMMUNICATIONS, INC.",NUVR,71557,92343V104,,
NUVVE HOLDING CORP.,NVVE,1836875,67079Y308,,
NUVVE HOLDING CORP.,NVVEW,1836875,67079Y308,,
"NUWELLIS, INC.",NUWE,1506492,67113Y603,,
NVE CORP /NEW/,NVEC,724910,65249b109,,
NVENT ELECTRIC PLC,NVT,1720635,G6700G107,,
NVIDIA CORP,NVDA,1045810,67066g104,,
NVNI GROUP LTD,NVNI,1965143,64016l994,,
NVNI GROUP LTD,NVNIW,1965143,64016l994,,
NVR INC,NVR,906163,62944T105,,
"NWPX INFRASTRUCTURE, INC.",NWPX,1001385,667746101,,
NXG CUSHING MIDSTREAM ENERGY FUND,SRV,1400897,18469P209,,
NXG NEXTGEN INFRASTRUCTURE INCOME FUND,NXG,1506488,231647207,,
"NXGEN BRANDS, INC.",NXGB,1989464,98400M200,,
NXP SEMICONDUCTORS N.V.,NXPI,1413447,N6596X109,,
NXT ENERGY SOLUTIONS INC.,NSFDF,1009922,72303P503,,
"NXU, INC.",NXUR,1722969,62956D303,,
NYLI CBRE GLOBAL INFRASTRUCTURE MEGATRENDS TERM FUND,MEGI,1855066,56064Q107,,
NYLI MACKAY DEFINEDTERM MUNI OPPORTUNITIES FUND,MMD,1518557,56064K100,,
NYMOX PHARMACEUTICAL CORP,NYMXF,1018735,629444209,,
NYXOAH SA,NYXH,1857190,B6S7WD106,,
O REILLY AUTOMOTIVE INC,ORLY,898173,67103H107,,
"O-I GLASS, INC. /DE/",OI,812074,67098H904,,
OAK VALLEY BANCORP,OVLY,1431567,671807105,,
"OAK VIEW BANKSHARES, INC.",OAKV,1865429,634865109,,
OAK WOODS ACQUISITION CORP,OAKU,1945422,67190B104,,
OAK WOODS ACQUISITION CORP,OAKUR,1945422,67190B104,,
OAK WOODS ACQUISITION CORP,OAKUU,1945422,67190B104,,
OAK WOODS ACQUISITION CORP,OAKUW,1945422,67190B104,,
OAKTREE ACQUISITION CORP. III LIFE SCIENCES,OACC,2029769,G6717R104,,
OAKTREE ACQUISITION CORP. III LIFE SCIENCES,OACCU,2029769,G6717R104,,
OAKTREE ACQUISITION CORP. III LIFE SCIENCES,OACCW,2029769,G6717R104,,
OAKTREE SPECIALTY LENDING CORP,OCSL,1414932,67401P405,,
OATLY GROUP AB,OTLY,1843586,67421J207,,
"OBIC CO., LTD./ADR",OBICY,2077146,051857209,,
"OBIC CO., LTD./ADR",OBIIF,2077146,051857209,,
"OBLONG, INC.",OBLG,746210,674434303,,
OBOOK HOLDINGS INC.,OWLS,2025416,84863T106,,
OBSIDIAN ENERGY LTD.,OBE,1334388,674482203,,
OCCIDENTAL PETROLEUM CORP /DE/,OXY,797468,674599105,,
OCCIDENTAL PETROLEUM CORP /DE/,OXY-WT,797468,674599105,,
"OCEAN BIOMEDICAL, INC.",OCEA,1869974,67644C104,,
"OCEAN BIOMEDICAL, INC.",OCEAW,1869974,67644C104,,
"OCEAN POWER TECHNOLOGIES, INC.",OPTT,1378140,674870506,,
OCEANEERING INTERNATIONAL INC,OII,73756,755408101,,
OCEANFIRST FINANCIAL CORP,OCFC,1004702,675234108,,
OCEANPAL INC.,OP,1869467,Y6430L202,,
OCONEE FEDERAL FINANCIAL CORP.,OFED,1501078,313855108,,
OCONEE FINANCIAL CORP,OSBK,1076691,680194107,,
"OCUGEN, INC.",OCGN,1372299,67577C105,,
"OCULAR THERAPEUTIX, INC",OCUL,1393434,67576A100,,
OCULIS HOLDING AG,OCS,1953530,h5919c104,,
OCULIS HOLDING AG,OCSAW,1953530,h5919c104,,
OCULUS INC.,OVTZ,1107280,294268107,,
ODD BURGER CORP,ODDAF,1949766,116794108,,
ODDITY TECH LTD,ODD,1907085,m7518j104,,
ODP CORP,ODP,800240,88337F105,,
ODYSIGHT.AI INC.,ODYS,1577445,81063V204,,
"ODYSSEY HEALTH, INC.",ODYY,1626644,92919Y102,,
ODYSSEY MARINE EXPLORATION INC,OMEX,798528,676118201,,
OFA GROUP,OFAL,2036307,G7771K142,,
OFFERPAD SOLUTIONS INC.,OPAD,1825024,67623L307,,
OFFERPAD SOLUTIONS INC.,OPADW,1825024,67623L307,,
OFFICE PROPERTIES INCOME TRUST,OPI,1456772,67623C109,,
OFFICE PROPERTIES INCOME TRUST,OPINL,1456772,67623C109,,
OFG BANCORP,OFG,1030469,67103X902,,
OFS CAPITAL CORP,OFS,1487918,67103B100,,
OFS CAPITAL CORP,OFSSH,1487918,67103B100,,
OFS CAPITAL CORP,OFSSO,1487918,67103B100,,
"OFS CREDIT COMPANY, INC.",OCCI,1716951,67111Q107,,
"OFS CREDIT COMPANY, INC.",OCCIM,1716951,67111Q107,,
"OFS CREDIT COMPANY, INC.",OCCIN,1716951,67111Q107,,
"OFS CREDIT COMPANY, INC.",OCCIO,1716951,67111Q107,,
OGE ENERGY CORP.,OGE,1021635,670837103,,
OHIO VALLEY BANC CORP,OVBC,894671,677719106,,
OHMYHOME LTD,OMH,1944902,M96088105,,
"OIL STATES INTERNATIONAL, INC",OIS,1121484,Y41053102,,
OIL-DRI CORP OF AMERICA,ODC,74046,677864100,,
OKEANIS ECO TANKERS CORP.,ECO,1964954,Y64177101,,
OKLO INC.,OKLO,1849056,674434303,,
"OKMIN RESOURCES, INC.",OKMN,1848334,30246x108,,
"OKTA, INC.",OKTA,1660134,679295105,,
OKYO PHARMA LTD,OKYO,1849296,58471K202,,
"OLAPLEX HOLDINGS, INC.",OLPX,1868726,679369108,,
"OLB GROUP, INC.",OLB,1314196,67086U406,,
"OLD DOMINION FREIGHT LINE, INC.",ODFL,878927,679580100,,
OLD MARKET CAPITAL CORP,OMCC,1000045,65373A109,,
OLD NATIONAL BANCORP /IN/,ONB,707179,680033107,,
OLD NATIONAL BANCORP /IN/,ONBPO,707179,680033107,,
OLD NATIONAL BANCORP /IN/,ONBPP,707179,680033107,,
OLD REPUBLIC INTERNATIONAL CORP,ORI,74260,G4969N103,,
OLD SECOND BANCORP INC,OSBC,357173,680277100,,
"OLEMA PHARMACEUTICALS, INC.",OLMA,1750284,68062P106,,
OLIN CORP,OLN,74303,47973J102,,
"OLLIE'S BARGAIN OUTLET HOLDINGS, INC.",OLLI,1639300,681116109,,
OLO INC.,OLO,1431695,674434303,,
OLYMPIC STEEL INC,ZEUS,917470,68162K106,,
"OMADA HEALTH, INC.",OMDA,1611115,47010C888,,
"OMEGA FLEX, INC.",OFLX,1317945,682095104,,
OMEGA HEALTHCARE INVESTORS INC,OHI,888491,681936100,,
OMEROS CORP,OMER,1285819,682143102,,
"OMNIAB, INC.",OABIW,1846253,68218J103,,
"OMNIAB, INC.",OABI,1846253,68218J103,,
"OMNICELL, INC.",OMCL,926326,68213n109,,
OMNICOM GROUP INC.,OMC,29989,681919106,,
OMNIGENICSAI CORP,OMNI,2013873,98980M109,,
OMNIQ CORP.,OMQS,278165,404251100,,
OMNITEK ENGINEERING CORP,OMTK,1404804,670837103,,
OMS ENERGY TECHNOLOGIES INC.,OMSE,2012219,34984V209,,
OMV AKTIENGESELLSCHAFT /FI,OMVKY,882602,826197501,,
OMV AKTIENGESELLSCHAFT /FI,OMVJF,882602,826197501,,
ON HOLDING AG,ONON,1858985,h5919c104,,
ON SEMICONDUCTOR CORP,ON,1097864,682189AU9,,
ON24 INC.,ONTF,1110611,68339B104,,
ONAR HOLDING CORP,ONAR,1682265,47074l105,,
"ONCOLOGY INSTITUTE, INC.",TOI,1799191,68236X100,,
"ONCOLOGY INSTITUTE, INC.",DFPH,1799191,68236X100,,
"ONCOLOGY INSTITUTE, INC.",TOIIW,1799191,68236X100,,
ONCOLYTICS BIOTECH INC,ONCY,1129928,682310875,,
"ONCONETIX, INC.",ONCO,1782107,68237Q203,,
"ONCOTELIC THERAPEUTICS, INC.",OTLC,908259,45826J105,,
ONDAS HOLDINGS INC.,ONDS,1646188,68236H204,,
ONE & ONE GREEN TECHNOLOGIES. INC,YDDL,2034723,39526G107,,
"ONE GAS, INC.",OGS,1587732,68235P108,,
"ONE GROUP HOSPITALITY, INC.",STKS,1399520,88338K103,,
ONE LIBERTY PROPERTIES INC,OLP,712770,682406103,,
"ONE STOP SYSTEMS, INC.",OSS,1394056,68247w109,,
"ONE WORLD PRODUCTS, INC.",OWPC,1622244,624758108,,
"ONECONNECT FINANCIAL TECHNOLOGY CO., LTD.",OCFT,1780531,68248T204,,
ONECONSTRUCTION GROUP LTD,ONEG,2030834,68628V308,,
"ONEMAIN HOLDINGS, INC.",OMF,1584207,68268w103,,
ONEMEDNET CORP,ONMD,1849380,651639106,,
ONEMEDNET CORP,ONMDW,1849380,651639106,,
ONEMETA INC.,ONEI,1388295,64110D104,,
ONEOK INC /NEW/,OKE,1039684,682680903,,
ONESOLUTION TECHNOLOGY INC.,KRFG,774415,834212201,,
ONESOLUTION TECHNOLOGY INC.,KRFGD,774415,834212201,,
ONESPAN INC.,OSPN,1044777,68287N100,,
ONESPAWORLD HOLDINGS LTD,OSW,1758488,P73684113,,
"ONESTREAM, INC.",OS,1889956,68278B107,,
ONEWATER MARINE INC.,ONEW,1772921,68280L101,,
"ONFOLIO HOLDINGS, INC",ONFO,1825452,68277K207,,
"ONFOLIO HOLDINGS, INC",ONFOP,1825452,68277K207,,
"ONFOLIO HOLDINGS, INC",ONFOW,1825452,68277K207,,
ONITY GROUP INC.,ONIT,873860,91325V108,,
"ONKURE THERAPEUTICS, INC.",OKUR,1637715,68277Q105,,
ONTO INNOVATION INC.,ONTO,704532,683344105,,
"ONTRAK, INC.",OTRKQ,1136174,683373401,,
"ONTRAK, INC.",OTRQQ,1136174,683373401,,
ONWARD MEDICAL N.V./ADR,ONWRY,2059986,88066N303,,
ONWARD MEDICAL N.V./ADR,ONWRF,2059986,88066N303,,
OOMA INC,OOMA,1327688,683416101,,
OP BANCORP,OPBK,1722010,67109R109,,
OPAL FUELS INC.,OPAL,1842279,68347P103,,
OPEN LENDING CORP,LPRO,1806201,68373J104,,
OPEN TEXT CORP,OTEX,1002638,683715106,,
OPENDOOR TECHNOLOGIES INC.,OPEN,1801169,683712903,,
"OPENLANE, INC.",KAR,1395942,48238T109,,
OPERA LTD,OPRA,1737450,81141r100,,
"OPKO HEALTH, INC.",OPK,944809,68375N103,,
OPORTUN FINANCIAL CORP,OPRT,1538716,68376D104,,
OPPENHEIMER HOLDINGS INC,OPY,791963,50060P106,,
OPPFI INC.,OPFI,1818502,68386H103,,
OPPFI INC.,OPFI-WT,1818502,68386H103,,
OPTEX SYSTEMS HOLDINGS INC,OPXS,1397016,68384X209,,
OPTHEA LTD,OPT,1815620,81141r100,,
OPTHEA LTD,CKDXF,1815620,81141r100,,
OPTICAL CABLE CORP,OCC,1000230,683827208,,
OPTIMI HEALTH CORP.,OPTH,2027329,98945L204,,
OPTIMI HEALTH CORP.,OPTHF,2027329,98945L204,,
OPTIMIZERX CORP,OPRX,1448431,68401U204,,
"OPTIMUMBANK HOLDINGS, INC.",OPHC,1288855,68401P403,,
"OPTION CARE HEALTH, INC.",OPCH,1014739,68404L201,,
"OPUS GENETICS, INC.",IRD,1228627,67577R102,,
OR ROYALTIES INC.,OR,1627272,68390D106,,
ORACLE CORP,ORCL,1341439,68389X105,,
ORAGENICS INC,OGEN,1174940,684023609,,
ORAMED PHARMACEUTICALS INC.,ORMP,1176309,68403P203,,
ORANGE,FNCTF,1038143,x4550j108,,
ORANGE,ORANY,1038143,x4550j108,,
"ORANGE COUNTY BANCORP, INC. /DE/",OBT,1754226,68417L107,,
ORANGEKLOUD TECHNOLOGY INC.,ORKT,1979407,602566309,,
ORASURE TECHNOLOGIES INC,OSUR,1116463,68554V108,,
"ORCHESTRA BIOMED HOLDINGS, INC.",OBIO,1814114,68572M106,,
"ORCHID ISLAND CAPITAL, INC.",ORC,1518621,68571X301,,
ORESTONE MINING CORP.,ORESF,1481857,65345V108,,
OREX MINERALS INC,ORMNF,1458057,897471108,,
